id,course title,Credit hours,course ID,class code,preReqs
1480,THTR 7235 MFA Movement Studio III (3) - Modern Campus Catalog™,3,THTR,7235,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""THTR 7234"", ""Type"": ""Class""}], ""Replacements"": []}"
1481,THTR 7234 MFA Movement Studio II (3) - Modern Campus Catalog™,3,THTR,7234,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""THTR 7233"", ""Type"": ""Class""}, {""Requirement"": ""consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1482,THTR 7233 MFA Movement Studio I (3) - Modern Campus Catalog™,3,THTR,7233,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""admission to MFA program"", ""Type"": ""Permission""}, {""Requirement"": ""consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1483,THTR 7231 MFA Voice Studio V (3) - Modern Campus Catalog™,3,THTR,7231,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""THTR 7230"", ""Type"": ""Class""}], ""Replacements"": []}"
1484,THTR 7230 MFA Voice Studio IV (3) - Modern Campus Catalog™,3,THTR,7230,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""THTR 7229"", ""Type"": ""Class""}], ""Replacements"": []}"
1485,THTR 7229 MFA Voice Studio III (3) - Modern Campus Catalog™,3,THTR,7229,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""THTR 7228"", ""Type"": ""Class""}], ""Replacements"": []}"
1486,THTR 7228 MFA Voice Studio II (3) - Modern Campus Catalog™,3,THTR,7228,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""THTR 7227"", ""Type"": ""Class""}], ""Replacements"": []}"
1487,THTR 7227 MFA Voice Studio I (3) - Modern Campus Catalog™,3,THTR,7227,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""admission to the MFA program"", ""Type"": ""Permission""}], ""Replacements"": []}"
1488,THTR 7226 MFA Camera Studio I (3) - Modern Campus Catalog™,3,THTR,7226,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""admission to MFA Acting Program"", ""Type"": ""Permission""}], ""Replacements"": []}"
1489,THTR 7225 MFA Acting Studio VI (1) - Modern Campus Catalog™,1,THTR,7225,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""2 hrs. lab.""], ""Prerequisites"": [{""Requirement"": ""THTR 7224"", ""Type"": ""Class""}], ""Replacements"": []}"
1490,THTR 7224 MFA Acting Studio V (3) - Modern Campus Catalog™,3,THTR,7224,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""2 hrs. lecture; 2 hrs. lab.""], ""Prerequisites"": [{""Requirement"": ""THTR 7223"", ""Type"": ""Class""}], ""Replacements"": []}"
1491,THTR 7223 MFA Acting Studio IV (3) - Modern Campus Catalog™,3,THTR,7223,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""2 hrs. lecture; 2 hrs. lab.""], ""Prerequisites"": [{""Requirement"": ""THTR 7222"", ""Type"": ""Class""}], ""Replacements"": []}"
1492,THTR 7222 MFA Acting Studio III (3) - Modern Campus Catalog™,3,THTR,7222,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""2 hrs. lecture; 2 hrs. lab.""], ""Prerequisites"": [{""Requirement"": [""THTR 7221""], ""Type"": ""Class""}], ""Replacements"": []}"
1493,THTR 7221 MFA Acting Studio II (3) - Modern Campus Catalog™,3,THTR,7221,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""2 hrs. lecture; 2 hrs. lab.""], ""Prerequisites"": [{""Requirement"": [""THTR 7220""], ""Type"": ""Class""}], ""Replacements"": []}"
1494,THTR 7220 MFA Acting Studio I (3) - Modern Campus Catalog™,3,THTR,7220,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""2 hrs. lecture; 2 hrs. lab.""], ""Prerequisites"": [{""Requirement"": ""admission to MFA acting program"", ""Type"": ""Permission""}], ""Replacements"": []}"
1497,THTR 7002 Dance for Actors (1) - Modern Campus Catalog™,1,THTR,7002,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""May be repeated for a max. of 6 sem. hrs. of credit.""], ""Prerequisites"": [{""Requirement"": ""Admission into the MFA Acting program"", ""Type"": ""Permission""}], ""Replacements"": []}"
1498,THTR 7001 Independent Projects in Performance Training (1-6) - Modern Campus Catalog™,6,THTR,7001,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""May be repeated for a max. of 12 sem. hrs. of credit when topics vary.""], ""Prerequisites"": [{""Requirement"": ""Permission of department."", ""Type"": ""Permission""}], ""Replacements"": []}"
1499,THTR 7000 MFA Daily Practice (1) - Modern Campus Catalog™,1,THTR,7000,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""2-3 hrs. lab.""], ""Prerequisites"": [{""Requirement"": ""Admission to the MFA Program in Theatre"", ""Type"": ""Permission""}], ""Replacements"": []}"
1500,THTR 4902 Special Projects in Theatrical Technology (1-3) - Modern Campus Catalog™,3,THTR,4902,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""2-6 hrs. lab.""], ""Prerequisites"": [{""Requirement"": ""consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1501,THTR 4901 Special Projects in Theatrical Design (1-3) - Modern Campus Catalog™,3,THTR,4901,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""2-6 hrs. lab.""], ""Prerequisites"": [{""Requirement"": ""consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1502,THTR 4900 Senior Capstone Seminar in Theatre (3) - Modern Campus Catalog™,3,THTR,4900,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Majors only.""], ""Prerequisites"": [], ""Replacements"": []}"
1503,THTR 4832 Selected Topics in Advanced CAD for the Theatre (3) - Modern Campus Catalog™,3,THTR,4832,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": [""THTR 4831""], ""Type"": ""Class""}, {""Requirement"": ""Permission of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1504,THTR 4831 Selected Topics in CAD Drafting for the Theatre (3) - Modern Campus Catalog™,3,THTR,4831,"{""Alternative-reqs"": [{""Requirement"": ""Permission of instructor"", ""Type"": ""Permission""}], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": [""THTR 2830""], ""Type"": ""Class""}], ""Replacements"": []}"
1505,THTR 4820 Advanced Stage Management (3) - Modern Campus Catalog™,3,THTR,4820,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""THTR 2020"", ""Type"": ""Class""}], ""Replacements"": []}"
1507,THTR 4804 Dance Theatre (2) - Modern Campus Catalog™,2,THTR,4804,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""6 hrs. lab.""], ""Prerequisites"": [{""Requirement"": ""Admission by audition"", ""Type"": ""Permission""}], ""Replacements"": []}"
1508,THTR 4801 Dance History (3) - Modern Campus Catalog™,3,THTR,4801,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""THTR 1800"", ""Type"": ""Class""}, {""Requirement"": ""consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1509,THTR 4735 Advanced Film Practicum (1-6) - Modern Campus Catalog™,6,THTR,4735,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""May be repeated for a max. 9 sem. hrs. of credit.""], ""Prerequisites"": [{""Requirement"": ""Permission of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1510,THTR 4720 Advanced Cinematography (3) - Modern Campus Catalog™,3,THTR,4720,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""THTR 3735"", ""Type"": ""Class""}], ""Replacements"": []}"
1511,THTR 4541 Advanced Sound Technology (3) - Modern Campus Catalog™,3,THTR,4541,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""THTR 3530"", ""Type"": ""Class""}], ""Replacements"": []}"
1512,THTR 4540 Advanced Sound Design (3) - Modern Campus Catalog™,3,THTR,4540,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""THTR 4530"", ""Type"": ""Class""}], ""Replacements"": []}"
1513,THTR 4531 Lighting Design I (3) - Modern Campus Catalog™,3,THTR,4531,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""THTR 2022"", ""Type"": ""Class""}, {""Requirement"": ""Permission of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1514,THTR 4530 Sound Design (3) - Modern Campus Catalog™,3,THTR,4530,"{""Alternative-reqs"": [{""Requirement"": ""permission of instructor"", ""Type"": ""Permission""}], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": [""THTR 2022"", ""THTR 3530""], ""Type"": ""Class""}], ""Replacements"": []}"
1516,THTR 4435 Scene Painting II (3) - Modern Campus Catalog™,3,THTR,4435,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""1 hr. lecture; 4 hrs. lab.""], ""Prerequisites"": [{""Requirement"": [""THTR 3435""], ""Type"": ""Class""}], ""Replacements"": []}"
1522,VMED 5371 Business Management (1) - Modern Campus Catalog™,1,VMED,5371,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [], ""Replacements"": []}"
1531,VMED 5350 Clinical Skills 3 (1) - Modern Campus Catalog™,1,VMED,5350,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Mastery of clinical skills.""], ""Prerequisites"": [{""Requirement"": [""VMED 5150"", ""VMED 5151"", ""VMED 5250"", ""VMED 5251""], ""Type"": ""Class""}], ""Replacements"": []}"
1548,VMED 5251 Clinical Skills 2 Part 2 (.5) - Modern Campus Catalog™,5,VMED,5251,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [], ""Replacements"": []}"
1549,VMED 5250 Clinical Skills 2 Part 1 (.5) - Modern Campus Catalog™,5,VMED,5250,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": [""VMED 5150"", ""VMED 5151""], ""Type"": ""Class""}], ""Replacements"": []}"
1556,VMED 5202 Animals in Society I (0.5) - Modern Campus Catalog™,5,VMED,5202,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Pass/fail grading.""], ""Prerequisites"": [], ""Replacements"": []}"
1568,VMED 5151 Clinical Skills 1 Part 2 (.5) - Modern Campus Catalog™,5,VMED,5151,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""VMED 5150"", ""Type"": ""Class""}], ""Replacements"": []}"
1582,VMED 5105 Principles of Diagnostic Imaging II (0.5) - Modern Campus Catalog™,5,VMED,5105,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""VMED 5104"", ""Type"": ""Class""}], ""Replacements"": []}"
1585,VMED 5102 Introduction to Veterinary Medicine II (0.5) - Modern Campus Catalog™,5,VMED,5102,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Pass/fail grading.""], ""Prerequisites"": [], ""Replacements"": []}"
1587,VMED 5100 Introduction to Veterinary Medicine (0.5) - Modern Campus Catalog™,5,VMED,5100,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Pass/fail grading.""], ""Prerequisites"": [], ""Replacements"": []}"
1589,VMED 5010 Special Topics in Veterinary Medicine (0.5-2.5) - Modern Campus Catalog™,5,VMED,5010,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Pass/fail grading.""], ""Prerequisites"": [], ""Replacements"": []}"
1591,VMED 5000 Special Topics (0) - Modern Campus Catalog™,0,VMED,5000,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""Permission of Department"", ""Type"": ""Permission""}], ""Replacements"": []}"
1592,VMED 5002 Problem Based Learning II (2) - Modern Campus Catalog™,2,VMED,5002,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""VMED 5001"", ""Type"": ""Class""}], ""Replacements"": []}"
1593,VCS 7305 Education Practicum and Current Issues in Healthcare Education: Capstone Project (1) - Modern Campus Catalog™,1,VCS,7305,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""VCS 7300"", ""Type"": ""Class""}], ""Replacements"": []}"
1595,VCS 7304 Educational Technology in Healthcare Education (3) - Modern Campus Catalog™,3,VCS,7304,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [], ""Replacements"": []}"
1596,VCS 7303 Pedagogical Principles and Best Practices of Teaching and Learning in Healthcare Education (3) - Modern Campus Catalog™,3,VCS,7303,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [], ""Replacements"": []}"
1597,VCS 7301 Curriculum Design and Program Evaluation for Healthcare Education (3) - Modern Campus Catalog™,3,VCS,7301,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [], ""Replacements"": []}"
1598,VCS 7302 Student Assessment in Healthcare Professions Education (3) - Modern Campus Catalog™,3,VCS,7302,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [], ""Replacements"": []}"
1601,VCS 7216 Surgical Techniques in Herpetological Medicine (3) - Modern Campus Catalog™,3,VCS,7216,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [], ""Replacements"": []}"
1602,VCS 7213 Advanced Veterinary Diagnostic Imaging Interpretation: Small Animal (3) - Modern Campus Catalog™,3,VCS,7213,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""DVM or equivalent degree"", ""Type"": ""Class""}, {""Requirement"": ""consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1603,VCS 7215 Advanced Veterinary Diagnostic Imaging: Interventional Techniques Laboratory (2) - Modern Campus Catalog™,2,VCS,7215,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""DVM or equivalent degree"", ""Type"": ""Class""}, {""Requirement"": ""consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1604,VCS 7214 Advanced Veterinary Diagnostic Imaging Interpretation: Large Animal (3) - Modern Campus Catalog™,3,VCS,7214,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""DVM or equivalent degree or consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1605,VCS 7212 Biomechanics of Fractures and Fracture Fixation (3) - Modern Campus Catalog™,3,VCS,7212,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""Permission of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1606,VCS 7211 Advanced Veterinary Cardiorespiratory Disease (3) - Modern Campus Catalog™,3,VCS,7211,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""DVM or equivalent degree or consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1607,VCS 7210 Veterinary Scientific Journal Review (1) - Modern Campus Catalog™,1,VCS,7210,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""DVM or equivalent degree or consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1608,VCS 7209 Advanced Veterinary Respiratory Disease (2) - Modern Campus Catalog™,2,VCS,7209,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""DVM or equivalent degree or consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1609,VCS 7208 Advanced Veterinary Cardiovascular Disease (2) - Modern Campus Catalog™,2,VCS,7208,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""DVM or equivalent degree"", ""Type"": ""Class""}, {""Requirement"": ""consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1610,VCS 7206 Advanced Veterinary Urogenital Disease (2) - Modern Campus Catalog™,2,VCS,7206,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""DVM or equivalent degree or consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1611,VCS 7205 Advanced Veterinary Clinical Neurology (2) - Modern Campus Catalog™,2,VCS,7205,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""DVM or equivalent degree or consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1612,VCS 7204 Advanced Veterinary Orthopedics (2) - Modern Campus Catalog™,2,VCS,7204,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""DVM or equivalent degree"", ""Type"": ""Class""}, {""Requirement"": ""consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1613,VCS 7202 Veterinary Surgical Techniques (1) - Modern Campus Catalog™,1,VCS,7202,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""3 hrs. lab.""], ""Prerequisites"": [{""Requirement"": ""DVM or equivalent degree or consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1614,VCS 7201 Veterinary Gastroenterology (2) - Modern Campus Catalog™,2,VCS,7201,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""DVM or equivalent degree or consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1615,VCS 7003 Special Topics in Veterinary Clinical Sciences (1-4) - Modern Campus Catalog™,4,VCS,7003,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""appropriate 4000- and 5000- level course in selected topic or equivalent"", ""Type"": ""Class""}, {""Requirement"": ""consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1616,VCS 7002 Research Techniques in Veterinary Clinical Sciences (1-4) - Modern Campus Catalog™,4,VCS,7002,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""appropriate 4000- or 5000- level course in selected topic or equivalent"", ""Type"": ""Class""}, {""Requirement"": ""consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1617,VCS 7001 Seminar: Veterinary Clinical Sciences (1) - Modern Campus Catalog™,1,VCS,7001,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""DVM or equivalent degree or consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1619,WGS 7900 Independent Reading and Research in Women’s & Gender Studies (3) - Modern Campus Catalog™,3,WGS,7900,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""permission of instructor and department"", ""Type"": ""Permission""}], ""Replacements"": []}"
1621,WGS 4900 Independent Reading and Research in Women’s & Gender Studies (3) - Modern Campus Catalog™,3,WGS,4900,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""WGS 2500"", ""Type"": ""Class""}, {""Requirement"": ""Permission of instructor and department"", ""Type"": ""Permission""}], ""Replacements"": []}"
1622,WGS 4500 Special Topics in Women’s & Gender Studies (3) - Modern Campus Catalog™,3,WGS,4500,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""WGS 2500"", ""Type"": ""Class""}], ""Replacements"": []}"
1623,WGS 4541 Gender and the Law (3) - Modern Campus Catalog™,3,WGS,4541,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""permission of department"", ""Type"": ""Permission""}], ""Replacements"": []}"
1627,"WGS 2900 Gender, Race and Nation (3) - Modern Campus Catalog™",3,WGS,2900,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""This is an Integrative Learning Core (ILC) course that awards general education credit.""], ""Prerequisites"": [], ""Replacements"": []}"
1628,"WGS 2501 HONORS: Introduction to Women’s, Gender, and Sexuality Studies (3) - Modern Campus Catalog™",3,WGS,2501,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""This is an Integrative Learning Core (ILC) course that awards general education credit.""], ""Prerequisites"": [], ""Replacements"": [{""Replacement"": [""WGS 2500""], ""Type"": ""True""}]}"
1629,"WGS 2500 Introduction to Women’s, Gender, and Sexuality Studies (3) - Modern Campus Catalog™",3,WGS,2500,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""This is an Integrative Learning Core (ILC) course that awards general education credit.""], ""Prerequisites"": [], ""Replacements"": [{""Replacement"": [""WGS 2501""], ""Type"": ""Potential""}]}"
1632,WGS 1001 Evolution of Sex and Gender (3) - Modern Campus Catalog™,3,WGS,1001,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Interdisciplinary course, team-taught by faculty in the physical and social sciences.""], ""Prerequisites"": [], ""Replacements"": []}"
1633,VMED 9000 Dissertation Research (1-12 per sem.) - Modern Campus Catalog™,1,VMED,,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [], ""Replacements"": []}"
1635,VMED 8000 Thesis Research (1-12 per sem.) - Modern Campus Catalog™,1,VMED,,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [], ""Replacements"": []}"
1636,VMED 7004 Introduction to Research (2) - Modern Campus Catalog™,2,VMED,7004,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1640,VMED 5463 Special Training (1-5) - Modern Campus Catalog™,5,VMED,5463,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""May be repeated for credit.""], ""Prerequisites"": [], ""Replacements"": []}"
1641,VMED 5462 Externship (2-5) - Modern Campus Catalog™,5,VMED,5462,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Pass/fail grading."", ""May be repeated for credit.""], ""Prerequisites"": [], ""Replacements"": []}"
1642,VMED 5460 Applied Veterinary Dermatology (2) - Modern Campus Catalog™,2,VMED,5460,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""May be taken for a max. of 4 hrs. of credit.""], ""Prerequisites"": [], ""Replacements"": []}"
1648,VMED 5452 Diagnostic Pathology (2-4) - Modern Campus Catalog™,4,VMED,5452,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""May be taken for a max. of 12 hrs. of credit.""], ""Prerequisites"": [], ""Replacements"": []}"
1649,VMED 5443 Anesthesiology (2) - Modern Campus Catalog™,2,VMED,5443,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""May be taken for a max. of 4 hrs. of credit.""], ""Prerequisites"": [], ""Replacements"": []}"
1651,MUS 1130 Group Piano I (1 each) - Modern Campus Catalog™,1,MUS,,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Open only to music majors. Required of all non-keyboard music majors who do not meet proficiency requirements.""], ""Prerequisites"": [], ""Replacements"": []}"
1652,MGT 4830 Strategic Leadership (3) - Modern Campus Catalog™,3,MGT,4830,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Reserved for College of Business students; open to others with permission of department.""], ""Prerequisites"": [{""Requirement"": ""MGT 3620"", ""Type"": ""Class""}], ""Replacements"": []}"
1653,ME 4213 Welding Engineering I (3) - Modern Campus Catalog™,3,ME,4213,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""ME 2733"", ""Type"": ""Class""}, {""Requirement"": ""ME 3633"", ""Type"": ""Class""}, {""Requirement"": ""ENGL 1001"", ""Type"": ""Class""}], ""Replacements"": []}"
1654,MC 4096 HONORS: American Media History (3) - Modern Campus Catalog™,3,MC,4096,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Same as MC 4095, with special honors emphasis for qualified students.""], ""Prerequisites"": [], ""Replacements"": [{""Replacement"": [""MC 4095""], ""Type"": ""True""}]}"
1655,MATH 4041 Short-term Actuarial Mathematics II (3) - Modern Campus Catalog™,3,MATH,4041,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""MATH 4040"", ""Type"": ""Class""}], ""Replacements"": []}"
1658,LA 4503 Advanced Projects in Landscape Architecture (3) - Modern Campus Catalog™,3,LA,4503,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [{""Requirement"": ""consent of instructor"", ""Type"": ""Permission""}], ""Replacements"": []}"
1660,KIN 4511 Techniques and Methods of Teaching Physical Education (3) - Modern Campus Catalog™,3,KIN,4511,"{""Alternative-reqs"": [], ""Corequisites"": [{""Requirement"": [""KIN 4516""], ""Type"": ""Class""}], ""Other"": [""Education Majors only."", ""2 hrs. lecture; 3 hrs. lab.""], ""Prerequisites"": [{""Requirement"": [""KIN 2504""], ""Type"": ""Class""}, {""Requirement"": ""competency in four activities"", ""Type"": ""Other""}], ""Replacements"": []}"
1662,ITAL 2101 Intermediate Italian (3) - Modern Campus Catalog™,3,ITAL,2101,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Supplementary work in language laboratory. Native speakers of Italian will not receive credit for this course.""], ""Prerequisites"": [{""Requirement"": ""ITAL 1002"", ""Type"": ""Class""}], ""Replacements"": []}"
1663,ITAL 2002 Italian for Travelers (3) - Modern Campus Catalog™,3,ITAL,2002,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Does not count toward satisfying the foreign language requirement for undergraduates.""], ""Prerequisites"": [], ""Replacements"": []}"
1664,ITAL 1002 Elementary Italian (4) - Modern Campus Catalog™,4,ITAL,1002,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Supplementary work in language laboratory. Native speakers of Italian will not receive credit for this course.""], ""Prerequisites"": [{""Requirement"": ""ITAL 1001"", ""Type"": ""Class""}], ""Replacements"": []}"
1665,ITAL 1001 Elementary Italian (4) - Modern Campus Catalog™,4,ITAL,1001,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""This is an Integrative Learning Core (ILC) course that awards general education credit."", ""Supplementary work in language laboratory.""], ""Prerequisites"": [], ""Replacements"": []}"
1666,IE 9000 Dissertation Research (1-12) - Modern Campus Catalog™,2,IE,9000,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [], ""Replacements"": []}"
1667,IE 8000 Thesis Research (1-12 per sem.) - Modern Campus Catalog™,1,IE,,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [], ""Replacements"": []}"
