ID,course title,Credit hours,course ID,class code,preReqs
675,POLI 2060 Introduction to Political Theory (3) - Modern Campus Catalog™,3,POLI,2060,This is an Integrative Learning Core (ILC) course that awards general education credit.
676,POLI 2057 Introduction to International Politics (3) - Modern Campus Catalog™,3,POLI,2057,This is an Integrative Learning Core (ILC) course that awards general education credit.
677,POLI 2056 Government of Louisiana (3) - Modern Campus Catalog™,3,POLI,2056,"POLI 2051,or equivalent."
678,POLI 2053 Introduction to Comparative Politics (3) - Modern Campus Catalog™,3,POLI,2053,"[LCCN: CPOL 2213, Introduction to Comparative Govt],This is an Integrative Learning Core (ILC) course that awards general education credit."
679,POLI 2052 HONORS: American Government (3) - Modern Campus Catalog™,3,POLI,2052,"This is an Integrative Learning Core (ILC) course that awards general education credit.,Same as,POLI 2051,, with special honors emphasis for qualified students.,Credit will not be given for this course and,POLI 2051,."
680,POLI 2051 American Government (3) - Modern Campus Catalog™,3,POLI,2051,"[LCCN: CPOL 2013, Introduction to American Govt],This is an Integrative Learning Core (ILC) course that awards general education credit.,An honors course,,POLI 2052,, is also available.,Credit will not be given for this course and,POLI 2052,."
681,"POLI 2030 Civic Engagement, Youth and Media (3) - Modern Campus Catalog™",3,POLI,2030,This is an Integrative Learning Core (ILC) course that awards general education credit.
682,POLI 1002 Honors: Fundamental Issues of Politics (3) - Modern Campus Catalog™,3,POLI,1002,"This is an Integrative Learning Core (ILC) course that awards general education credit.,Same as,POLI 1001,, with special honors emphasis for qualified students.,Credit will not be given for this course and,POLI 1001,."
683,POLI 1001 Fundamental Issues of Politics (3) - Modern Campus Catalog™,3,POLI,1001,"This is an Integrative Learning Core (ILC) course that awards general education credit.,Credit will not be given for this course and,POLI 1002,."
684,PLHL 9000 Dissertation Research (1-12 per sem.) - Modern Campus Catalog™,1,PLHL,,“S”/”U”grading.
685,PLHL 8900 Special Research Problems (1-5) - Modern Campus Catalog™,5,PLHL,8900,consent of instructor.
686,PLHL 8800 Practicum in Plant Pathology (2) - Modern Campus Catalog™,2,PLHL,8800,"consent of instructor.,Pass/fail grading.,1 hr. lecture; 4 hours clinic/practicum."
687,PLHL 8000 Thesis Research (1-12 per sem.) - Modern Campus Catalog™,1,PLHL,,“S”/”U”grading.
688,PLHL 7083 Epidemiology and Crop Loss Assessment (3) - Modern Campus Catalog™,3,PLHL,7083,"PLHL 4000,and,PLHL 4001,or equivalent."
689,PLHL 7082 Soilborne Plant Pathogens (3) - Modern Campus Catalog™,3,PLHL,7082,"PLHL 4000,or equivalent."
690,PLHL 7080 Host-Parasite Interaction and Disease Resistance (3) - Modern Campus Catalog™,3,PLHL,7080,"PLHL 4000,and,PLHL 7063,or equivalent.,2 hrs. lecture; 2 hrs. lab."
691,PLHL 7067 Selected Topics in Plant Physiology (2) - Modern Campus Catalog™,2,PLHL,7067,consent of instructor.
692,PLHL 7063 Plant Metabolism (3) - Modern Campus Catalog™,3,PLHL,7063,"PLHL 3060,or equivalent."
693,PLHL 7061 Plant Growth and Development (3) - Modern Campus Catalog™,3,PLHL,7061,"BIOL 3060,or,PLHL 3060,and,BIOL 4093,; or equivalent."
694,PLHL 7052 Seminar (1) - Modern Campus Catalog™,1,PLHL,7052,"Permission of instructor.,May be taken for a max. of 3 hrs. of credit for each graduate degree."
695,PLHL 7051 Advanced Topics in Plant Pathology (1-4) - Modern Campus Catalog™,4,PLHL,7051,consent of instructor.
696,PLHL 7040 Plant Virology (4) - Modern Campus Catalog™,4,PLHL,7040,"PLHL 4000,and,PLHL 7063,or equivalent.,2 hrs. lecture; 4 hrs. lab."
697,PLHL 7011 Phytobacteriology (4) - Modern Campus Catalog™,4,PLHL,7011,"PLHL 4000,,,BIOL 2051,.,3 hrs. lecture; 3 hrs. lab."
698,PLHL 7010 Plant Molecular Biology (3) - Modern Campus Catalog™,3,PLHL,7010,"BIOL 3060,,,BIOL 4093,and,BIOL 4094,; or equivalent."
699,PLHL 7000 Phytonematology (4) - Modern Campus Catalog™,4,PLHL,7000,"PLHL 4000,.,2 hrs. lecture; 4 hrs. lab."
700,PLHL 4444 Seed Physiology (3) - Modern Campus Catalog™,3,PLHL,4444,"BIOL 1201,,,BIOL 1208,and 1402 and either,CHEM 2060,or,CHEM 2261,.,BIOL 3060,recommended."
701,PLHL 4054 Introductory Mycology (4) - Modern Campus Catalog™,4,PLHL,4054,"BIOL 1202,and,BIOL 1209,.,3 hrs. lecture; 3 hrs. lab."
702,PLHL 4050 Plant Health Diagnostics (3) - Modern Campus Catalog™,3,PLHL,4050,"Also offered as,ENTM 4050,.,2 hrs. lecture; 3 hrs. lab."
703,PLHL 4018 Forest Insects and Diseases (4) - Modern Campus Catalog™,4,PLHL,4018,
704,PLHL 4001 Plant Disease Management and Control (3) - Modern Campus Catalog™,3,PLHL,4001,"PLHL 4000,and either,CHEM 2060,or,CHEM 2261,.,2 hrs. lecture; 2 hrs. demonstration/lab."
705,PLHL 4000 General Plant Pathology (4) - Modern Campus Catalog™,4,PLHL,4000,"BIOL 1201,and,BIOL 1208,or equivalent.,3 hrs. lecture; 3 hrs. lab."
706,PLHL 3960 Undergraduate Research in Crop Physiology and Weed Science (1-3) - Modern Campus Catalog™,3,PLHL,3960,"PLHL 3060,or equivalent and consent of instructor."
707,PLHL 3900 Undergraduate Research in Plant Pathology (1-3) - Modern Campus Catalog™,3,PLHL,3900,"PLHL 4000,or equivalent and consent of instructor."
708,PLHL 3060 Introductory Plant Physiology (4) - Modern Campus Catalog™,4,PLHL,3060,"BIOL 1202,and,BIOL 1209,;,CHEM 2060,,,CHEM 2261,or,CHEM 2461,.,3 hrs. lecture; 3 hrs. lab."
709,PLHL 3020 Management of Insect Pests in Urban and Peri-Urban Environments (4) - Modern Campus Catalog™,4,PLHL,3020,
710,PLHL 3005 Ecology of Plant Diseases & Insect Pests (2) - Modern Campus Catalog™,2,PLHL,3005,"BIOL 1201,,,BIOL 1202,,,ENTM 1005,."
711,PLHL 3002 Pest Management Seminar (1) - Modern Campus Catalog™,1,PLHL,3002,"PLHL 3000,or,ENTM 3000,."
712,PLHL 3001 Pesticides in the Environment (2) - Modern Campus Catalog™,2,PLHL,3001,"See,ENTM 3001,."
713,PLHL 3000 Pest Management Internship (3) - Modern Campus Catalog™,3,PLHL,3000,written consent of advisor.
714,"PLHL 2000 Plants, Microbes, and Society (3) - Modern Campus Catalog™",3,PLHL,2000,"Also offered as,ENTM 2000,.,2 hrs. lecture; 3 hrs. lab."
715,PLHL 1005 Principles of Plant Health Management (2) - Modern Campus Catalog™,2,PLHL,1005,"See,ENTM 1005,."
716,PHYS 9000 Dissertation Research (1-12 per sem.) - Modern Campus Catalog™,1,PHYS,,“S”/”U”grading.
717,PHYS 8000 Thesis Research (1-12 per sem.) - Modern Campus Catalog™,1,PHYS,,“S”/”U”grading.
718,PHYS 7996 Independent Research in Physics (3) - Modern Campus Catalog™,3,PHYS,7996,permission of department.
719,PHYS 7896 Current Developments (3) - Modern Campus Catalog™,3,PHYS,7896,"Pass-fail grading.,May be repeated for credit."
720,PHYS 7895 Selected Topics in Advanced Physics (3) - Modern Campus Catalog™,3,PHYS,7895,Pass-fail grading.
721,PHYS 7893 Many-Body Theory (3) - Modern Campus Catalog™,3,PHYS,7893,"PHYS 7242,.,Pass-fail grading."
722,PHYS 7857 Graduate Student Seminar (1) - Modern Campus Catalog™,1,PHYS,7857,Pass-fail grading.
723,PHYS 7783 Topics in Astronomy and Astrophysics (3) - Modern Campus Catalog™,3,PHYS,7783,
724,PHYS 7777 Seminar in Astronomy and Astrophysics (1-6) - Modern Campus Catalog™,6,PHYS,7777,
725,PHYS 7752 Galactic Astrophysics (3) - Modern Campus Catalog™,3,PHYS,7752,"PHYS 7751,is prerequisite for PHYS 7752."
726,PHYS 7751 Galactic Astrophysics (3) - Modern Campus Catalog™,3,PHYS,7751,
727,PSYC 7171 Developmental Disorders and Psychopathology of Children (3) - Modern Campus Catalog™,3,PSYC,7171,graduate standing in clinical or school psychology or consent of instructor.
728,PSYC 7165 Psychoeducational Assessment (3) - Modern Campus Catalog™,3,PSYC,7165,graduate standing in clinical or school psychology or consent of instructor.
729,PSYC 7125 Psychological Assessment I (3) - Modern Campus Catalog™,3,PSYC,7125,graduate standing in clinical or school psychology or consent of instructor.
730,PSYC 7117 Methodology and Research Design (3) - Modern Campus Catalog™,3,PSYC,7117,"PSYC 4111,or,PSYC 7111,; graduate standing in psychology or consent of instructor."
731,PSYC 7111 Advanced Statistics (3) - Modern Campus Catalog™,3,PSYC,7111,"PSYC 4111,or equivalent; graduate standing in psychology or consent of instructor."
732,"PSYC 7060 Ethical, Legal and Professional Issues in School Psychology (3) - Modern Campus Catalog™",3,PSYC,7060,graduate standing in psychology or consent of instructor.
733,PSYC 7040 Sociocultural Basis of Behavior (3) - Modern Campus Catalog™,3,PSYC,7040,graduate standing in psychology or other matriculated graduate students with consent of instructor.
734,PSYC 7034 Biological Basis of Behavior (3) - Modern Campus Catalog™,3,PSYC,7034,graduate standing in psychology or other matriculated graduate students with consent of instructor.
735,PSYC 7030 Neurocognitive Basis of Behavior (3) - Modern Campus Catalog™,3,PSYC,7030,graduate standing in psychology or other matriculated graduate students with consent of instructor.
736,PSYC 7020 Measurement of Behavior (3) - Modern Campus Catalog™,3,PSYC,7020,"PSYC 4111,or equivalent; graduate standing in psychology or consent of instructor."
737,PSYC 4999 Independent Reading and Research in Psychology (1-6) - Modern Campus Catalog™,6,PSYC,4999,"LSU and overall GPA of at least 2.50 and consent of instructor.,Open to seniors and graduate students. Student responsible for registering with a faculty member and selecting an area of reading or research."
738,PSYC 4176 Advanced Child Psychology (3) - Modern Campus Catalog™,3,PSYC,4176,"PSYC 2000,or,PSYC 2001,and 3 additional hrs. of psychology."
739,PSYC 4111 Intermediate Statistics (4) - Modern Campus Catalog™,4,PSYC,4111,"PSYC 2000,or,PSYC 2001,and,PSYC 2016,or,EXST 2201,or equivalent.,LSU and overall GPA of at least 2.50. Preparatory for graduate study in statistics and research design in psychology. Open to psychology majors; open to other students with permission of instructor.,3 hrs. lecture; 2 hrs. lab."
740,PSYC 4080 Applied Behavior Analysis (3) - Modern Campus Catalog™,3,PSYC,4080,"PSYC 2000,."
741,PSYC 4072 Developmental Psychology of Adulthood and Aging (3) - Modern Campus Catalog™,3,PSYC,4072,"PSYC 2000,or,PSYC 2060,."
742,PSYC 4070 Developmental Psychology (3) - Modern Campus Catalog™,3,PSYC,4070,"PSYC 2000,or,PSYC 2001,."
743,PSYC 4043 Race and Psychology (3) - Modern Campus Catalog™,3,PSYC,4043,"PSYC 2000,or,PSYC 2001,or,AAAS 2000,."
744,PSYC 4042 Psychology of Emotion (3) - Modern Campus Catalog™,3,PSYC,4042,
745,PSYC 4041 Cognitive Neuroscience (3) - Modern Campus Catalog™,3,PSYC,4041,"PSYC 2000,."
746,PSYC 4040 Research and Theory in Sexuality (3) - Modern Campus Catalog™,3,PSYC,4040,"PSYC 2000,or,PSYC 2060,and one additional course in psychology or,KIN 2600,."
747,PSYC 4039 Madness and Medicine (3) - Modern Campus Catalog™,3,PSYC,4039,"PSYC 2000,or,PSYC 2001,."
748,PSYC 4037 Neuropharmacology (3) - Modern Campus Catalog™,3,PSYC,4037,"PSYC 2000,or,PSYC 2001,.,Primarily for students in psychology and basic sciences."
749,"PSYC 4035 Drugs, the Brain and Behavior (3) - Modern Campus Catalog™",3,PSYC,4035,"PSYC 2000,or consent of instructor."
750,PSYC 4034 Physiological Psychology (3) - Modern Campus Catalog™,3,PSYC,4034,"PSYC 2000,or,PSYC 2060,or equivalent."
751,PSYC 4032 Psychology of Learning (3) - Modern Campus Catalog™,3,PSYC,4032,"PSYC 2000,or,PSYC 2001,."
752,PSYC 4031 Sensory and Perceptual Processes (3) - Modern Campus Catalog™,3,PSYC,4031,"PSYC 2000,and,PSYC 2017,; or equivalent."
753,PSYC 4033 Psychology of Memory and Forgetting (3) - Modern Campus Catalog™,3,PSYC,4033,"PSYC 2000,or,PSYC 2001,."
754,PSYC 4030 Psychology of Thinking and Decision-Making (3) - Modern Campus Catalog™,3,PSYC,4030,"PSYC 2000,or,PSYC 2060,."
755,PSYC 4008 History of Modern Psychology (3) - Modern Campus Catalog™,3,PSYC,4008,"PSYC 2000,or,PSYC 2001,and 6 additional hrs. of psychology; LSU and overall GPA of at least 2.50.,Open to psychology majors; open to other matriculated students with permission of instructor."
756,PSYC 4005 Psychology Capstone (1) - Modern Campus Catalog™,1,PSYC,4005,"Credit or registration in,PSYC 2017,and,PSYC 4008,or equivalent; LSU and overall GPA of at least 2.50. Open to psychology majors; open to others with permission of instructor.,This course is only offered online."
757,PSYC 3140 Advanced Social Psychology (3) - Modern Campus Catalog™,3,PSYC,3140,"PSYC 2000,or,PSYC 2001,."
758,PSYC 3083 Psychological Counseling (3) - Modern Campus Catalog™,3,PSYC,3083,"PSYC 2000,or,PSYC 2060,."
759,PSYC 3082 Introduction to Psychological Disorders (3) - Modern Campus Catalog™,3,PSYC,3082,"PSYC 2000,or,PSYC 2060,or equivalent."
760,PSYC 3081 Personality (3) - Modern Campus Catalog™,3,PSYC,3081,"PSYC 2000,or,PSYC 2060,or equivalent."
761,PSYC 3050 Introduction to Industrial and Organizational Psychology (3) - Modern Campus Catalog™,3,PSYC,3050,"PSYC 2000,or,PSYC 2001,."
762,PSYC 3030 Cognitive Psychology (3) - Modern Campus Catalog™,3,PSYC,3030,"PSYC 2000,or,PSYC 2001,."
763,PSYC 3020 Psychological Tests and Measurements (3) - Modern Campus Catalog™,3,PSYC,3020,"PSYC 2000,or,PSYC 2001,and a first course in statistics."
764,PSYC 2999 Undergraduate Practicum in Psychology (1-3) - Modern Campus Catalog™,3,PSYC,2999,"PSYC 2000,or,PSYC 2060,, and consent of instructor; LSU and overall GPA of at least 2.50.,Student responsible for registering with a faculty member."
765,PSYC 2080 Introduction to Forensic Psychology (3) - Modern Campus Catalog™,3,PSYC,2080,"PSYC 2000,or,PSYC 2001,."
766,PSYC 2078 Adolescent Psychology (3) - Modern Campus Catalog™,3,PSYC,2078,"PSYC 2000,or,PSYC 2060,or equivalent."
767,PSYC 2076 Child Psychology (3) - Modern Campus Catalog™,3,PSYC,2076,"PSYC 2000,or,PSYC 2060,or equivalent."
768,PSYC 2070 Developmental Psychology of the Life Span (3) - Modern Campus Catalog™,3,PSYC,2070,"PSYC 2000,or equivalent."
769,PSYC 2060 Educational Psychology (3) - Modern Campus Catalog™,3,PSYC,2060,"[LCCN: CPSY 2613, Educational Psychology]"
770,PSYC 2040 Social Psychology (3) - Modern Campus Catalog™,3,PSYC,2040,3 sem. hrs. of psychology or sociology.
771,PSYC 2016 Statistics for the Behavioral Sciences (4) - Modern Campus Catalog™,4,PSYC,2016,"credit in,MATH 1021,or,MATH 1029,or equivalent.,Open to Psychology majors; open to other with permission of instructor.,3 hrs. lecture; 2 hrs. lab.,t"
772,PSYC 2017 Research Methods in Psychology (4) - Modern Campus Catalog™,4,PSYC,2017,"PSYC 2016,or equivalent and,PSYC 2005,.,PSYC 2017 may not be taken concurrently with,PSYC 2016,. Senior college standing required. LSU and overall GPA of at least 2.50. Open to psychology majors; open to others with permission of instructor.,3 hrs. lecture; 2 hrs. lab."
773,PSYC 2005 Introduction to the Psychology Major (1) - Modern Campus Catalog™,1,PSYC,2005,"Credit or registration in,PSYC 2000,or,PSYC 2001,or equivalent.,This course is only offered online."
774,PSYC 2001 HONORS: Introduction to Psychology (3) - Modern Campus Catalog™,3,PSYC,2001,"This is an Integrative Learning Core (ILC) course that awards general education credit.,Same as,PSYC 2000,, with special honors emphasis for qualified students.,Credit will not be given for this course and,PSYC 2000,."
775,PSYC 2000 Introduction to Psychology (3) - Modern Campus Catalog™,3,PSYC,2000,"[LCCN: CPSY 2013, Introduction to Psychology],This is an Integrative Learning Core (ILC) course that awards general education credit.,An honors course,,PSYC 2001,, is also available.,Credit will not be given for this course and,PSYC 2001,."
776,POLI 9000 Dissertation Research (1-12 per sem.) - Modern Campus Catalog™,1,POLI,,“S”/”U”grading.
777,POLI 8000 Thesis Research (1-12 per sem.) - Modern Campus Catalog™,1,POLI,,“S”/”U”grading.
778,POLI 7999 Readings Course (3) - Modern Campus Catalog™,3,POLI,7999,
779,POLI 7998 Readings Course (3) - Modern Campus Catalog™,3,POLI,7998,
780,POLI 7995 Seminar in Contemporary Political Theory (3) - Modern Campus Catalog™,3,POLI,7995,
781,POLI 7991 Special Topics in Political Theory (3) - Modern Campus Catalog™,3,POLI,7991,
782,POLI 7990 Political Theory: Interpretation and Analysis (3) - Modern Campus Catalog™,3,POLI,7990,
783,POLI 7976 Seminar in Comparative Political Economy (3) - Modern Campus Catalog™,3,POLI,7976,"Credit will not be given for both this course and,POLI 4062,."
784,POLI 7982 Seminar in Early Modern Political Theory (3) - Modern Campus Catalog™,3,POLI,7982,
785,POLI 7980 Seminar in American Political Thought (3) - Modern Campus Catalog™,3,POLI,7980,
786,POLI 7981 Seminar in Classical and Medieval Political Theory (3) - Modern Campus Catalog™,3,POLI,7981,
787,POLI 7974 Seminar on the State and Society (3) - Modern Campus Catalog™,3,POLI,7974,
788,POLI 7975 Seminar in Comparative Political Behavior (3) - Modern Campus Catalog™,3,POLI,7975,
789,POLI 7971 Special Topics in Comparative Politics (3) - Modern Campus Catalog™,3,POLI,7971,
790,POLI 7972 Seminar in Comparative Political Institutions (3) - Modern Campus Catalog™,3,POLI,7972,"Credit will not be given for both this course and,POLI 4063,."
791,POLI 7964 Specialized Topics in Social Science Methods (2-3) - Modern Campus Catalog™,3,POLI,7964,
792,POLI 7970 Seminar in Comparative Politics (3) - Modern Campus Catalog™,3,POLI,7970,
793,POLI 7962 Seminar in Research Design and Quantitative Techniques (3) - Modern Campus Catalog™,3,POLI,7962,
794,POLI 7961 Approaches to the Study of Politics (3) - Modern Campus Catalog™,3,POLI,7961,
795,POLI 7963 Advanced Research Methods in Social Science (3) - Modern Campus Catalog™,3,POLI,7963,
796,POLI 7947 International Conflict (3) - Modern Campus Catalog™,3,POLI,7947,
797,POLI 7946 Seminar in the Politics of International Economic Relations (3) - Modern Campus Catalog™,3,POLI,7946,
798,POLI 7942 Seminar in Political Psychology in International Relations (3) - Modern Campus Catalog™,3,POLI,7942,
799,POLI 7941 Special Topics in International Politics - Modern Campus Catalog™,1,POLI,,
800,POLI 7940 Seminar in International Politics (3) - Modern Campus Catalog™,3,POLI,7940,
801,POLI 7935 Seminar in Legislative Politics (3) - Modern Campus Catalog™,3,POLI,7935,
802,POLI 7930 Seminar in Political Behavior (3) - Modern Campus Catalog™,3,POLI,7930,
803,POLI 7920 Seminar in Public Law (3) - Modern Campus Catalog™,3,POLI,7920,
804,POLI 7917 Program Evaluation (3) - Modern Campus Catalog™,3,POLI,7917,
805,POLI 7915 Seminar in State Politics and Policy Making (3) - Modern Campus Catalog™,3,POLI,7915,
806,POLI 7903 Special Topics in American Politics (3) - Modern Campus Catalog™,3,POLI,7903,
807,POLI 7902 Seminar in Public Policy (3) - Modern Campus Catalog™,3,POLI,7902,"Also offered as,PADM 7902,."
808,POLI 7900 Seminar in American Politics (3) - Modern Campus Catalog™,3,POLI,7900,
809,POLI 7000 Professional Development (1) - Modern Campus Catalog™,1,POLI,7000,Pass-fail grading.
810,POLI 4999 HONORS: Thesis (3) - Modern Campus Catalog™,3,POLI,4999,
811,POLI 4998 HONORS: Directed Research (1-3) - Modern Campus Catalog™,3,POLI,4998,consent of department.
812,POLI 4997 Readings Course (1-3) - Modern Campus Catalog™,3,POLI,4997,"consent of department. An Honors course,,POLI 3896,, is also available. For junior, senior and graduate students in the social sciences with a 3.00 average.,Credit will not be given for this course and,POLI 3896,."
813,POLI 4996 Readings Course (1-3) - Modern Campus Catalog™,3,POLI,4996,"consent of department. An Honors course,,POLI 3896,, is also available. For junior, senior and graduate students in the social sciences with a 3.00 average. Credit will not be given for this course and,POLI 3896,."
814,POLI 4234 Studies in Literature and Politics (3) - Modern Campus Catalog™,3,POLI,4234,
815,POLI 4098 Politics and Ethics (3) - Modern Campus Catalog™,3,POLI,4098,"Also offered as,PHIL 4098,."
816,POLI 4097 Political Theology (3) - Modern Campus Catalog™,3,POLI,4097,"Also offered as,REL 4097,."
817,POLI 4096 Contemporary Political Theory (3) - Modern Campus Catalog™,3,POLI,4096,
818,POLI 4090 Special Topics in Political Theory (3) - Modern Campus Catalog™,3,POLI,4090,consent of department.
819,POLI 4082 History of Political Theory from Machiavelli to Nietzsche (3) - Modern Campus Catalog™,3,POLI,4082,
820,POLI 4081 History of Political Theory from Plato to More (3) - Modern Campus Catalog™,3,POLI,4081,
821,POLI 4080 American Political Thought (3) - Modern Campus Catalog™,3,POLI,4080,
822,"POLI 4079 State, Society and Citizenship in Contemporary China (3) - Modern Campus Catalog™",3,POLI,4079,
823,POLI 4078 African Government and Politics (3) - Modern Campus Catalog™,3,POLI,4078,
824,POLI 4077 British Politics (3) - Modern Campus Catalog™,3,POLI,4077,
825,POLI 4076 The Politics of France and Francophone Areas (3) - Modern Campus Catalog™,3,POLI,4076,
826,REL 4301 Theories of Religion (3) - Modern Campus Catalog™,3,REL,4301,
827,REL 4236 Studies in Literature and Religion (3) - Modern Campus Catalog™,3,REL,4236,
828,REL 4227 Contemporary Christian Thought (3) - Modern Campus Catalog™,3,REL,4227,
829,REL 4200 Special Topics in American Religion (3) - Modern Campus Catalog™,3,REL,4200,
830,REL 4191 Religions of China and Japan (3) - Modern Campus Catalog™,3,REL,4191,
831,REL 4171 Religion in Southern Culture (3) - Modern Campus Catalog™,3,REL,4171,
832,REL 4161 History of Religion in the United States (3) - Modern Campus Catalog™,3,REL,4161,
833,REL 4125 History of Ancient Israel (3) - Modern Campus Catalog™,3,REL,4125,"Also offered as,HIST 4125,."
834,REL 4124 Studies in African Diaspora Religions (3) - Modern Campus Catalog™,3,REL,4124,"Also offered as,AAAS 4124,.,May be taken for a max. of 6 hrs. of credit when topics vary."
835,REL 4097 Political Theology (3) - Modern Campus Catalog™,3,REL,4097,
836,REL 4096 The Modern Middle East (3) - Modern Campus Catalog™,3,REL,4096,
837,REL 4079 Geography of Religion (3) - Modern Campus Catalog™,3,REL,4079,
838,REL 4050 A History of God (3) - Modern Campus Catalog™,3,REL,4050,
839,REL 4035 Women & Buddhism (3) - Modern Campus Catalog™,3,REL,4035,
840,"REL 4032 Religion, Gender and Society (3) - Modern Campus Catalog™",3,REL,4032,"Also offered as,ANTH 4032,."
841,REL 4031 Comparative Religions (3) - Modern Campus Catalog™,3,REL,4031,
842,REL 4018 Religion and Healing (3) - Modern Campus Catalog™,3,REL,4018,
843,REL 4015 Modern European Jewish History (3) - Modern Campus Catalog™,3,REL,4015,"Also offered as,Hist 4015,."
844,REL 4014 Questions in Jewish Thought (3) - Modern Campus Catalog™,3,REL,4014,
845,REL 4012 History of Modern Christian Thought (3) - Modern Campus Catalog™,3,REL,4012,one religious studies course.
846,REL 4011 The Age of Reformation (3) - Modern Campus Catalog™,3,REL,4011,
847,REL 4010 Selected Topics in Religious Studies (3) - Modern Campus Catalog™,3,REL,4010,
848,"REL 4001 South Asian Society, Polity and Culture (3) - Modern Campus Catalog™",3,REL,4001,
849,REL 3786 The Religion of Islam (3) - Modern Campus Catalog™,3,REL,3786,"Also offered as,INTL 3786,."
850,REL 3300 Women and Religion (3) - Modern Campus Catalog™,3,REL,3300,
851,REL 3203 Religion and Parapsychology (3) - Modern Campus Catalog™,3,REL,3203,
852,REL 3124 The Literature of the English Bible (3) - Modern Campus Catalog™,3,REL,3124,"Also offered as,ENGL 3124,."
853,REL 3104 Ancient Hebrew Prophets (3) - Modern Campus Catalog™,3,REL,3104,
854,REL 3102 American Catholic History (3) - Modern Campus Catalog™,3,REL,3102,
855,REL 3100 Judaism (3) - Modern Campus Catalog™,3,REL,3100,
856,REL 3092 Fundamentalisms and Religious Nationalism (3) - Modern Campus Catalog™,3,REL,3092,"Also offered as,INTL 3092,."
857,REL 3090 Comparative Mythology (3) - Modern Campus Catalog™,3,REL,3090,
858,REL 3051 Apocalypse: Then and Now (3) - Modern Campus Catalog™,3,REL,3051,
859,REL 3033 Native American Religions (3) - Modern Campus Catalog™,3,REL,3033,
860,REL 3030 Topics in Mysticism (3) - Modern Campus Catalog™,3,REL,3030,May be taken for a max. of 6 sem. hrs. of credit when topics vary.
861,REL 3010 Special Topics in Religious Studies (3) - Modern Campus Catalog™,3,REL,3010,
862,REL 3004 Archaeology and the Bible (3) - Modern Campus Catalog™,3,REL,3004,"Also offered as,ANTH 3004,."
863,REL 3000 Christianity (2) - Modern Campus Catalog™,2,REL,3000,
864,REL 2120 The Holocaust (3) - Modern Campus Catalog™,3,REL,2120,
865,REL 2112 Magic and Religion (3) - Modern Campus Catalog™,3,REL,2112,
866,REL 2034 Indigenous Religions (3) - Modern Campus Catalog™,3,REL,2034,
867,REL 2033 American Religions (3) - Modern Campus Catalog™,3,REL,2033,This is an Integrative Learning Core (ILC) course that awards general education credit.
868,"REL 2029 Judaism, Christianity and Islam (3) - Modern Campus Catalog™",3,REL,2029,This is an Integrative Learning Core (ILC) course that awards general education credit.
869,REL 2028 Philosophy of Religion (3) - Modern Campus Catalog™,3,REL,2028,"Same as,PHIL 2028,."
870,REL 2027 Asian Religions (3) - Modern Campus Catalog™,3,REL,2027,This is an Integrative Learning Core (ILC) course that awards general education credit.
871,REL 2025 African American Religion (3) - Modern Campus Catalog™,3,REL,2025,"Also offered as,AAAS 2025,."
872,REL 2006 HONORS: Jesus in History and Tradition (3) - Modern Campus Catalog™,3,REL,2006,
873,REL 2001 Faith and Doubt (3) - Modern Campus Catalog™,3,REL,2001,This is an Integrative Learning Core (ILC) course that awards general education credit.
874,REL 2000 Introduction to the Study of Religion (3) - Modern Campus Catalog™,3,REL,2000,This is an Integrative Learning Core (ILC) course that awards general education credit.
875,REL 1007 HONORS: Old Testament (3) - Modern Campus Catalog™,3,REL,1007,"Same as,REL 1004,, with special honors emphasis for qualified students.,Credit will not be given for this course and,REL 1004,."
876,REL 1005 New Testament (3) - Modern Campus Catalog™,3,REL,1005,This is an Integrative Learning Core (ILC) course that awards general education credit.
877,REL 1004 Old Testament (3) - Modern Campus Catalog™,3,REL,1004,"Credit will not be given for this course and,REL 1007,."
878,REL 1000 Religions of the World (3) - Modern Campus Catalog™,3,REL,1000,"[LCCN: CPHL 2213, World Religions],This is an Integrative Learning Core (ILC) course that awards general education credit.,Primarily for non-majors."
879,PSYC 9000 Dissertation Research (1-12 per sem.) - Modern Campus Catalog™,1,PSYC,,“S”/”U”grading.
880,PSYC 8989 Independent Research: Clinical Psychology (1-6) - Modern Campus Catalog™,6,PSYC,8989,"consent of instructor.,Pass-fail grading."
881,PSYC 8979 Independent Research: Developmental Psychology (1-6) - Modern Campus Catalog™,6,PSYC,8979,"consent of instructor.,Pass-fail grading."
882,PSYC 8959 Independent Research: Industrial Psychology (1-6) - Modern Campus Catalog™,6,PSYC,8959,"consent of instructor.,Pass-fail grading."
883,PSYC 8939 Independent Research: Experimental Psychology (1-6) - Modern Campus Catalog™,6,PSYC,8939,"consent of instructor.,Pass-fail grading."
884,PSYC 8000 Thesis Research (1-12 per sem.) - Modern Campus Catalog™,1,PSYC,,“S”/”U”grading.
885,PSYC 7999 Professional Considerations in Psychology (3) - Modern Campus Catalog™,3,PSYC,7999,"graduate standing in psychology.,Required of all clinical and school doctoral candidates."
886,PSYC 7997 Clinical Psychology Internship (1-3) - Modern Campus Catalog™,3,PSYC,7997,"completion of course work, general examination, and dissertation proposal.,May be taken for a max. of 12 sem. hrs. of credit.,Open only to graduate students nominated by the Department of Psychology and accepted by an approved internship program."
