course title,Credit hours,course ID,class code,preReqs
SOCL 3901 Directed Reading and Research in Sociology (1-3) - Modern Campus Catalog™,3,SOCL,3901,"Prereq.:,SOCL 2001,or equivalent.,Student registers with a faculty member before registration to select the area of reading or research. Topic must not substitute for regularly offered courses unless reading goes beyond a standard course’s offerings."
SOCL 3900 Sociology Internship (1-3) - Modern Campus Catalog™,3,SOCL,3900,"Prereq.:,75 hours of course work completed, 2.50 overall GPA, written consent of department head and supervising faculty member"
SOCL 3701 Death and Dying in the US (3) - Modern Campus Catalog™,3,SOCL,3701,
SOCL 3601 Social Interaction (3) - Modern Campus Catalog™,3,SOCL,3601,"Prereq.:,SOCL 2001,or,PSYC 2000,or equivalent."
SOCL 3510 Criminal Violence (3) - Modern Campus Catalog™,3,SOCL,3510,"Prereq.:,SOCL 2001,or equivalent."
SOCL 3505 Poverty in the United States (3) - Modern Campus Catalog™,3,SOCL,3505,"Prereq.:,SOCL 2001,or,SOCL 2501,or equivalent."
SOCL 3501 Sociology of Deviance (3) - Modern Campus Catalog™,3,SOCL,3501,"[LCCN: CCRJ 2513, CSOC 2313, Deviance, Sociology of Deviance],Prereq.:,SOCL 2001,or equivalent."
SOCL 3401 Sociology of Culture (3) - Modern Campus Catalog™,3,SOCL,3401,"Prereq.:,SOCL 2001,or equivalent."
SOCL 3371 Sociology of the Criminal Justice System (3) - Modern Campus Catalog™,3,SOCL,3371,"[LCCN: CCRJ 2613, Judicial Process],Prereq.:,SOCL 2001,or equivalent."
SOCL 3101 Sociological Theory (3) - Modern Campus Catalog™,3,SOCL,3101,"[LCCN: CSOC 3013, Sociological Theory],Prereq.:,SOCL 2001,or equivalent.,Open to sociology majors; open to others with permission of instructor."
SOCL 2511 Race Relations (3) - Modern Campus Catalog™,3,SOCL,2511,"[LCCN: CSOC 2413, Race, Class & Ethnicity],This is an Integrative Learning Core (ILC) course that awards general education credit.,Also offered as,AAAS 2511,."
SOCL 2505 Marriage and Family (3) - Modern Campus Catalog™,3,SOCL,2505,"[LCCN: CSOC 2213, Marriage and Family],This is an Integrative Learning Core (ILC) course that awards general education credit."
SOCL 2501 Current Social Problems (3) - Modern Campus Catalog™,3,SOCL,2501,"[LCCN: CSOC 2113, Social Problems],This is an Integrative Learning Core (ILC) course that awards general education credit."
SOCL 2411 Industrial Sociology (3) - Modern Campus Catalog™,3,SOCL,2411,
"SOCL 2371 Aspects of Federal, State and Local Law Enforcement (3) - Modern Campus Catalog™",3,SOCL,2371,
SOCL 2301 Introduction to Crime Studies (3) - Modern Campus Catalog™,3,SOCL,2301,This is an Integrative Learning Core (ILC) course that awards general education credit.
SOCL 2255 Sociology of Sport (3) - Modern Campus Catalog™,3,SOCL,2255,
SOCL 2211 Methods of Sociological Research (3) - Modern Campus Catalog™,3,SOCL,2211,"Prereq.:,SOCL 2001,and,SOCL 2201,or equivalent.,Open to sociology majors; open to others with permission of instructor."
SOCL 2201 Introduction to Statistical Analysis (4) - Modern Campus Catalog™,4,SOCL,2201,"[LCCN: CSOC 3113, Intro to Statistical Analysis],Prereq.:,MATH 1029,or,MATH 1021,or equivalent.,Open to sociology majors; open to others with permission of instructor.,3 hrs. lecture; 2 hrs. lab"
SOCL 2010 Louisiana in a Global Context (3) - Modern Campus Catalog™,3,SOCL,2010,This is an Integrative Learning Core (ILC) course that awards general education credit.
SOCL 2002 HONORS: Introductory Sociology (3) - Modern Campus Catalog™,3,SOCL,2002,"This is an Integrative Learning Core (ILC) course that awards general education credit.,Same as,SOCL 2001,with a special honors emphasis for qualified students.,Credit will not be given for this course and,SOCL 2001,."
SOCL 2001 Introductory Sociology (3) - Modern Campus Catalog™,3,SOCL,2001,"[LCCN: CSOC 2013, Introduction to Sociology],This is an Integrative Learning Core (ILC) course that awards general education credit.,Credit will not be given for this course and,SOCL 2002,."
SCRN 7900 Independent Study in Screen Arts (3) - Modern Campus Catalog™,3,SCRN,7900,"Prereq.:,permission of instructor.,May be repeated for a max. of 6 hrs. of credit when topics vary."
SCRN 7001 Graduate Seminar in Screen Arts (3) - Modern Campus Catalog™,3,SCRN,7001,"Prereq.:,permission of instructor.,May be repeated for a max. of 6 hours of credit when topics vary."
SCRN 4046 Advanced German Film (3) - Modern Campus Catalog™,3,SCRN,4046,
SCRN 4015 Advanced Film Practices (3) - Modern Campus Catalog™,3,SCRN,4015,"Prereq.:,Credit in,SCRN 3010,,,SCRN 3011,,,SCRN 3012,,,SCRN 3014,or equivalent or permission of instructor."
SCRN 4014 Advanced Film Producing (3) - Modern Campus Catalog™,3,SCRN,4014,"Prereq.:,SCRN 3010,,,SCRN 3012,,,SCRN 3014,or equivalent or permission of instructor."
SCRN 4012 Advanced Film Directing (3) - Modern Campus Catalog™,3,SCRN,4012,"Prereq.:,Credit in,SCRN 3010,,,SCRN 3012,,,SCRN 3014,or equivalent or permission of instructor."
SCRN 4011 Advanced Editing (3) - Modern Campus Catalog™,3,SCRN,4011,"Prereq.:,SCRN 3011,or equivalent, or permission of instructor.,2 hrs. lecture; 2 hrs. lab."
SCRN 4001 Advanced Topics in Screen Arts (3) - Modern Campus Catalog™,3,SCRN,4001,May be taken for a max. of 6 hrs. of credit when topics vary.
SCRN 3506 Special Topics in German Film (3) - Modern Campus Catalog™,3,SCRN,3506,
SCRN 3505 Horror Film (3) - Modern Campus Catalog™,3,SCRN,3505,
SCRN 3504 Special Topics in Latin American Cinema (3) - Modern Campus Catalog™,3,SCRN,3504,"Prereq.:,Permission of department.,May be taken for 6 sem. hrs. of credit when topics vary."
SCRN 3503 Special Topics in Asian Cinema (3) - Modern Campus Catalog™,3,SCRN,3503,May be taken for 6 sem. hrs. of credit when topics vary.
SCRN 3502 Special Topics in Italian Cinema (3) - Modern Campus Catalog™,3,SCRN,3502,"See,ITAL 3502,."
SCRN 3501 Middle Eastern Cinema: Identities in Motion (3) - Modern Campus Catalog™,3,SCRN,3501,"Prereq.:,Permission of instructor."
SCRN 3030 Internship in Screen Arts (3) - Modern Campus Catalog™,3,SCRN,3030,"Prereq.:,Permission of department; permission of instructor. Normally open to only juniors and seniors."
SCRN 3020 Independent Study in Screen Arts (3) - Modern Campus Catalog™,3,SCRN,3020,"Prereq.:,consent of instructor."
SCRN 3014 Film Producing (3) - Modern Campus Catalog™,3,SCRN,3014,
SCRN 3012 Film Directing (3) - Modern Campus Catalog™,3,SCRN,3012,
SCRN 3011 Art of Editing (3) - Modern Campus Catalog™,3,SCRN,3011,
SCRN 3010 Art of Cinematography (3) - Modern Campus Catalog™,3,SCRN,3010,
SCRN 3001 Special Topics in Screen Arts (3) - Modern Campus Catalog™,3,SCRN,3001,May be taken for a max. of 6 hrs. of credit when topics vary.
SCRN 2203 Introduction to Global Cinemas (3) - Modern Campus Catalog™,3,SCRN,2203,"Also offered as,CPLT 2203,.,May be taken for a max. of 6 hrs. when topics vary with permission of department."
SCRN 2001 Introduction to Screen Arts (3) - Modern Campus Catalog™,3,SCRN,2001,
SCI 2012 Inquiry-Based Math and Science Teaching (2) - Modern Campus Catalog™,2,SCI,2012,"Credit will not be given for both this course and,SCI 2010,or,SCI 2011,."
SCI 2011 Inquiry-Based Math and Science Lesson Design (1) - Modern Campus Catalog™,1,SCI,2011,"Prereq.:,SCI 2010,.,Credit will not be given for this course and,SCI 2012,."
SCI 2010 Inquiry Approaches to Math and Science Teaching (1) - Modern Campus Catalog™,1,SCI,2010,"Credit will not be given for this course and,SCI 2012,."
SCI 1002 HONORS: Becoming a Scientist (1) - Modern Campus Catalog™,1,SCI,1002,"Credit will not be given for this course and,LSU 1001,or,SCI 1001,."
SCI 1001 Becoming a Scientist (1) - Modern Campus Catalog™,1,SCI,1001,"An honors course,,SCI 1002,, is also available.,Credit will not be given for this course and,LSU 1001,or,SCI 1002,."
RNR 9000 Dissertation Research (1-12 per sem.) - Modern Campus Catalog™,1,RNR,,“S”/”U”grading.
RNR 8900 Research Problems in Natural Resources (1-3) - Modern Campus Catalog™,3,RNR,8900,Pass-fail grading.
RNR 8000 Thesis Research (1-12 per sem.) - Modern Campus Catalog™,1,RNR,,“S”/”U”grading.
RNR 7424 Diseases of Aquatic Animals (3) - Modern Campus Catalog™,3,RNR,7424,"Same as,PBS 7424,.,Prereq.:,consent of instructor.,Basic microbiology and/or parasitology strongly recommended.,2 hrs. lecture; 2 hrs. lab."
RNR 7152 Potamology (3) - Modern Campus Catalog™,3,RNR,7152,"Also offered as,ENVS 7152,."
RNR 7073 Graduate Seminar in Watershed and Water Resources (1) - Modern Campus Catalog™,1,RNR,7073,
RNR 7072 Graduate Seminar in Wildlife (1) - Modern Campus Catalog™,1,RNR,7072,
RNR 7071 Graduate Seminar in Forestry (1) - Modern Campus Catalog™,1,RNR,7071,Pass-fail grading.
RNR 7070 Graduate Seminar in Fisheries (1) - Modern Campus Catalog™,1,RNR,7070,
RNR 7061 Watershed Biogeochemistry (3) - Modern Campus Catalog™,3,RNR,7061,
RNR 7048 Natural Resources Law and Policy (3) - Modern Campus Catalog™,3,RNR,7048,"See,ENVS 7048,."
RNR 7046 International Environmental Law and Policy (3) - Modern Campus Catalog™,3,RNR,7046,"See,ENVS 7046,."
RNR 7043 Environmental Law and Regulation (3) - Modern Campus Catalog™,3,RNR,7043,"See,ENVS 7043,."
RNR 7040 Forest Plant Ecophysiology (3) - Modern Campus Catalog™,3,RNR,7040,2 hrs. lec; 3 hrs. lab.
RNR 7036 Advanced Topics in Natural Resources Biometrics and Management (3) - Modern Campus Catalog™,3,RNR,7036,"Prereq.:,EXST 7014,or equivalent."
SW 7002 Human Behavior and the Social Environment II (3) - Modern Campus Catalog™,3,SW,7002,"Prereq.:,Social Work Majors only."
SW 7001 Human Behavior and the Social Environment I (3) - Modern Campus Catalog™,3,SW,7001,"Prereq.:,Social Work Majors only."
SW 4999 Individual Readings in Social Work (3) - Modern Campus Catalog™,3,SW,4999,"Prereq.:,2.5 GPA, 60 hrs. of course work, consent of instructor.,May be taken for a max. of 6 sem. hrs. of credit."
SW 4600 At-risk Youth (3) - Modern Campus Catalog™,3,SW,4600,
SW 4500 Crisis Intervention (3) - Modern Campus Catalog™,3,SW,4500,
SW 4200 Integrative Seminar (3) - Modern Campus Catalog™,3,SW,4200,"Prereq.:,BSW majors only.,SW 3001,,,SW 3004,,,SW 3005,,,SW 3006,,,SW 3008,,,SW 3103,,,SW 4007,, and,SW 4009,.,Coreq.:,SW 4100,.,Pass-fail grading."
SW 4101 HONORS: Field Internship (9) - Modern Campus Catalog™,9,SW,4101,"Same as,SW 4100,with a special honors emphasis for qualified students. Credit will not be given for this course and,SW 4100,.,Prereq.:,SW 3001,,,SW 3004,,,SW 3005,,,SW 3006,,,SW 3008,,,SW 3103,,,SW 4007,,,SW 4009,, and,SW 4010,.,Coreq.:,SW 4200,."
SW 4099 Individual Readings in Corrections (3) - Modern Campus Catalog™,3,SW,4099,"Prereq.:,2.50 GPA, 60 hrs. of course work, consent of instructor."
"SW 4100 Field Internship (4,5) - Modern Campus Catalog™",5,SW,4100,"Prereq.:,BSW majors only.,SW 3001,,,SW 3004,,,SW 3005,,,SW 3006,,,SW 3008,,,SW 3103,,,SW 4007,, and,SW 4009,. Coreq. or prereq.:,SW 4200,.,Pass-fail grading."
SW 4070 Special Topics in Social Work (3) - Modern Campus Catalog™,3,SW,4070,
SW 4010 Behavioral Health Assessment in Social Work (3) - Modern Campus Catalog™,3,SW,4010,"Prereq.:,SW 2000,."
SW 4009 Human Sciences Research Methods (3) - Modern Campus Catalog™,3,SW,4009,"Also offered as,CFS 4009,.,Prereq.:,SW 2000,or,CFS 2050,. For SW majors or CFS majors only."
SW 4007 Practice with Organizations and Communities (3) - Modern Campus Catalog™,3,SW,4007,"Prereq.:,BSW majors only.,SW 2000,,,SW 3005,,,SW 3006,.,Coreq.:,SW 4009,."
SW 3103 Social Welfare History & Policy (3) - Modern Campus Catalog™,3,SW,3103,"Prereq.:,BSW majors only.,SW 2000,.,Coreq.:,SW 3006,and,SW 3008,."
SW 3011 Community Services and the Aged (3) - Modern Campus Catalog™,3,SW,3011,
SW 3008 Human Behavior and the Social Environment II (3) - Modern Campus Catalog™,3,SW,3008,"Prereq.:,BSW majors only.,SW 2000,,,SW 3001,,,SW 3004,, and,SW 3005,.,Coreq.:,SW 3006,and,SW 3103,."
SW 3007 Juvenile Justice (3) - Modern Campus Catalog™,3,SW,3007,
SW 3006 Practice with Groups (3) - Modern Campus Catalog™,3,SW,3006,"Prereq.:,BSW majors only.,SW 2000,,,SW 3005,.,Coreq.:,SW 3008,and,SW 3103,."
SW 3005 Practice with Individuals and Families (3) - Modern Campus Catalog™,3,SW,3005,"Prereq.:,BSW majors only.,SW 2000,.,Coreq.:,SW 3001,and,SW 3004,."
SW 3004 Human Diversity and Oppression (3) - Modern Campus Catalog™,3,SW,3004,"Prereq.:,BSW majors only.,SW 2000,.,Coreq.:,SW 3001,and,SW 3005,."
SW 3003 Skills in Working with People (3) - Modern Campus Catalog™,3,SW,3003,
SW 3002 The Child and the Community (3) - Modern Campus Catalog™,3,SW,3002,
SW 3001 Human Behavior and the Social Environment I (3) - Modern Campus Catalog™,3,SW,3001,"Prereq.:,BSW majors only.,SW 2000,.,Coreq.:,SW 3004,and,SW 3005,."
SW 2500 Introduction to LGBTQ+ Studies (3) - Modern Campus Catalog™,3,SW,2500,This is an Integrative Learning Core (ILC) course that awards general education credit.
SW 2001 Honors: Introduction to Social Work (3) - Modern Campus Catalog™,3,SW,2001,"Same as,SW 2000,, with special honors emphasis for qualified students.,Credit will not be given for,SW 2000,and this course."
SW 2000 Introduction to Social Work (3) - Modern Campus Catalog™,3,SW,2000,"An honors course,,SW 2001,, is also available."
SSS 1001 Student Success Strategies (2) - Modern Campus Catalog™,2,SSS,1001,"Prereq.:,permission of instructor only.,1 hr. lecture; 1 hr. recitation.,Student Support Services"
SPAN 8000 Thesis Research (1-12 per sem.) - Modern Campus Catalog™,1,SPAN,,“S”/”U”grading.
SPAN 7994 Seminar in Hispanic Cultural Studies (3) - Modern Campus Catalog™,3,SPAN,7994,
SPAN 7991 Literature and Politics in the Modern Hispanic World (3) - Modern Campus Catalog™,3,SPAN,7991,May be taken for a max. of 6 hrs. of credit when topics vary by permission of department.
SPAN 7990 Special Topics in Hispanic Criticism (3) - Modern Campus Catalog™,3,SPAN,7990,
SPAN 7985 Research in Hispanic Linguistics (3) - Modern Campus Catalog™,3,SPAN,7985,
SPAN 7984 Spanish in the United States (3) - Modern Campus Catalog™,3,SPAN,7984,
SPAN 7983 Spanish Language Acquisition (3) - Modern Campus Catalog™,3,SPAN,7983,
SPAN 7982 Spanish Language Variation (3) - Modern Campus Catalog™,3,SPAN,7982,
SPAN 7980 Special Topics in Hispanic Linguistics (3) - Modern Campus Catalog™,3,SPAN,7980,
SPAN 7970 Comparative Studies in Hispanic Literature (3) - Modern Campus Catalog™,3,SPAN,7970,
SPAN 7961 Special Topics in Modern Spanish Literature (3) - Modern Campus Catalog™,3,SPAN,7961,
SPAN 7950 Special Topics in Golden Age Spanish Literature (3) - Modern Campus Catalog™,3,SPAN,7950,
SPAN 7946 Topics in Spanish American Literature: 19th Century to the Present (3) - Modern Campus Catalog™,3,SPAN,7946,
SPAN 7940 Topics in Spanish American Literature: Beginnings to 19th Century (3) - Modern Campus Catalog™,3,SPAN,7940,
SPAN 4917 Independent Research in Spanish or Spanish-American Linguistics (1-3) - Modern Campus Catalog™,3,SPAN,4917,
SPAN 4915 Independent Research in Spanish or Spanish-American Literature (1-3) - Modern Campus Catalog™,3,SPAN,4915,
SPAN 4603 Applied Spanish Linguistics (3) - Modern Campus Catalog™,3,SPAN,4603,"Also offered as,LING 4603,.,Prereq.:,SPAN 3010,."
SPAN 4602 Spanish Phonetics (3) - Modern Campus Catalog™,3,SPAN,4602,"Also offered as,LING 4602,."
SPAN 4500 Special Topics in Transatlantic Studies (3) - Modern Campus Catalog™,3,SPAN,4500,"Prereq.:,one literature course at the 3000 level or consent of instructor. May be taken for a max. of 6 hrs. of credit when topics vary."
SPAN 4400 Introduction to Hispanic Cultural Studies (3) - Modern Campus Catalog™,3,SPAN,4400,"Prereq.:,Graduate level standing or permission of instructor."
SPAN 4201 Cinema in Spanish (3) - Modern Campus Catalog™,3,SPAN,4201,"Prereq.:,consent of instructor."
SPAN 4200 Literature and Culture of Hispanics in the United States (3) - Modern Campus Catalog™,3,SPAN,4200,Texts may be in English or Spanish.
SPAN 4147 Latin American Literature: 1960-Present (3) - Modern Campus Catalog™,3,SPAN,4147,"Prereq.:,one literature course in Spanish at the 3000 level and permission of department."
SPAN 4146 Latin American Literature: 1915-1960 (3) - Modern Campus Catalog™,3,SPAN,4146,"Prereq.:,one literature course in Spanish at the 3000 level or consent of instructor.,May be taken for a max. of 6 hrs. of credit when topics vary."
SPAN 4145 Latin American Literature: 1810-1915 (3) - Modern Campus Catalog™,3,SPAN,4145,"Prereq.:,one literature course in Spanish at the 3000 level or consent of instructor.,May be taken for a max. of 6 hrs. of credit when topics vary."
SPAN 4144 Latin American Literature: 1492-1810 (3) - Modern Campus Catalog™,3,SPAN,4144,"Prereq.:,one literature course in Spanish at the 3000-level or consent of instructor.,May be taken for a max. of 6 hrs. of credit when topics vary."
SPAN 4100 Women Writers in the Hispanic World (3) - Modern Campus Catalog™,3,SPAN,4100,
SPAN 4064 Spanish Literature Since 1936 (3) - Modern Campus Catalog™,3,SPAN,4064,"Prereq.:,SPAN 3071,or,SPAN 3072,.,May be taken for a max. of 6 hrs. of credit when topics vary."
SPAN 4063 Spanish Literature from 1898 to 1936 (3) - Modern Campus Catalog™,3,SPAN,4063,"Prereq.:,SPAN 3071,or,SPAN 3072,.,May be taken for a max. of 6 hrs. of credit when topics vary."
SPAN 4053 Special Topics in Golden Age Prose (3) - Modern Campus Catalog™,3,SPAN,4053,
SPAN 4034 Special Topics in 18th and 19th Century Literature (3) - Modern Campus Catalog™,3,SPAN,4034,
SPAN 4010 History of the Spanish Language (3) - Modern Campus Catalog™,3,SPAN,4010,"Prereq.:,SPAN 3010,or equivalent"
SPAN 4007 Spanish Medieval Literature (3) - Modern Campus Catalog™,3,SPAN,4007,"mester de juglaría, mester de clerecía"
SPAN 4005 Structure of the Spanish Language (3) - Modern Campus Catalog™,3,SPAN,4005,"Also offered as,LING 4005,.,Prereq.:,SPAN 3010,or equivalent."
SPAN 4004 Critical Issues in Teaching Spanish as a Second Language: Capstone Course (3) - Modern Campus Catalog™,3,SPAN,4004,"Prereq.:,EDCI 4003,,,SPAN 4003,and concurrent enrollment in,EDCI 4004,and,EDCI 4005,.,Teacher candidates should be in the last two semesters in completion of the requirement for a major in Spanish. Taught in Spanish."
SPAN 4003 Instructional Strategies for the Second Language Spanish Classroom (1) - Modern Campus Catalog™,1,SPAN,4003,"Prereq.:,EDCI 3136,,,SPAN 3002,and concurrent enrollment in,EDCI 4003,."
SPAN 3980 Special Topics in Spanish (3) - Modern Campus Catalog™,3,SPAN,3980,"Prereq.:,either,SPAN 3043,or,SPAN 3044,or,SPAN 3071,or,SPAN 3072,."
SPAN 3405 Introduction to Spanish Linguistics (3) - Modern Campus Catalog™,3,SPAN,3405,"Prereq.:,SPAN 3010,or equivalent.,Taught in Spanish."
SPAN 3074 Advanced Readings on Hispanic-American Civilization (3) - Modern Campus Catalog™,3,SPAN,3074,"Prereq.:,SPAN 3010,."
SPAN 3073 Advanced Readings on Spanish Civilization (3) - Modern Campus Catalog™,3,SPAN,3073,"Prereq.:,SPAN 3010"
SPAN 3072 Survey of Spanish Literature (3) - Modern Campus Catalog™,3,SPAN,3072,"Prereq.:,SPAN 3020,."
SPAN 3071 Survey of Spanish Literature (3) - Modern Campus Catalog™,3,SPAN,3071,"Prereq.:,SPAN 3020,."
SPAN 3070 Spanish for Professionals (3) - Modern Campus Catalog™,3,SPAN,3070,"Prereq.:,SPAN 2155,or equivalent and consent of instructor."
SPAN 3044 Introduction to Latin American Literature II (3) - Modern Campus Catalog™,3,SPAN,3044,"Prereq.:,SPAN 3020,."
SPAN 3043 Introduction to Latin American Literature I (3) - Modern Campus Catalog™,3,SPAN,3043,"Prereq.:,SPAN 3020,."
SPAN 3020 Literary Analysis (3) - Modern Campus Catalog™,3,SPAN,3020,"Prereq.:,SPAN 2155,,,SPAN 2156,and,SPAN 3010,."
SPAN 3015 Advanced Oral Communication II (3) - Modern Campus Catalog™,3,SPAN,3015,"Prereq.:,SPAN 2155,and,SPAN 2156,or permission of the department."
SPAN 3010 Spanish Grammar and Composition (3) - Modern Campus Catalog™,3,SPAN,3010,"Prereq.:,permission of department and credit or registration in,SPAN 2155,."
SPAN 3002 Developing Language Lessons for Spanish as a Second Language (1) - Modern Campus Catalog™,1,SPAN,3002,"Prereq.:,EDCI 3001,,,SPAN 3001,and concurrent enrollment in,EDCI 3136,.,3 hrs. lab/field experiences in multicultural settings."
SPAN 3001 Tutoring Learners of Spanish as a Second Language (1) - Modern Campus Catalog™,1,SPAN,3001,"Prereq.:,SPAN 2155,or equivalent,,EDCI 2001,and concurrent enrollment in,EDCI 3001,."
SPAN 2156 Intermediate Oral Communication (3) - Modern Campus Catalog™,3,SPAN,2156,"Prereq.:,Permission of department and credit or registration in,SPAN 2155,.,Native speakers of Spanish will not receive credit for this course."
SPAN 2155 Spanish Language and Culture (3) - Modern Campus Catalog™,3,SPAN,2155,"Prereq.:,SPAN 2102,or equivalent.,Native speakers of Spanish will not receive credit for this course."
SPAN 2104 HONORS: Intermediate Spanish (3) - Modern Campus Catalog™,3,SPAN,2104,"Same as,SPAN 2102,, with special honors emphasis for qualified students.,Credit will not be given for this course and,SPAN 2102,.  Native speakers of Spanish will not receive credit for this course."
SPAN 2102 Intermediate Spanish (3) - Modern Campus Catalog™,3,SPAN,2102,"[LCCN: CSPN 2023, 2026, Intermediate Spanish II],This is an Integrative Learning Core (ILC) course that awards general education credit.,An honors course,,SPAN 2104,, is also available.,Prereq.:,SPAN 2101,or equivalent.,Continuation of,SPAN 2101,. Credit will not be given for this course and,SPAN 2104,.,Native speakers of Spanish will not receive credit for this course."
SPAN 2101 Intermediate Spanish (3) - Modern Campus Catalog™,3,SPAN,2101,"[LCCN: CSPN 2013, 2026, Intermediate Spanish I],This is an Integrative Learning Core (ILC) course that awards general education credit.,Prereq.:,SPAN 1102,or equivalent.,Continuation of elementary Spanish.,Native speakers of Spanish will not receive credit for this course."
SPAN 1152 Intensive Beginning Spanish (4) - Modern Campus Catalog™,4,SPAN,1152,"[LCCN: CSPN 1026, Elementary Spanish I+II],This is an Integrative Learning Core (ILC) course that awards general education credit.,Prereq.:,two years of high school Spanish.,Credit will not be given for this course and,SPAN 1102,. Credit will be awarded for,SPAN 1101,upon successful completion of this course with a “C” or better.,Native speakers of Spanish will not receive credit for this course."
SPAN 1102 Elementary Spanish (4) - Modern Campus Catalog™,4,SPAN,1102,"[LCCN: CSPN 1024, Elementary Spanish II],This is an Integrative Learning Core (ILC) course that awards general education credit.,Prereq.:,SPAN 1050,or,SPAN 1101,or equivalent.,Credit will not be given for this course and,SPAN 1152,. Supplementary work in the language laboratory.,Native speakers of Spanish will not receive credit for this course."
SPAN 1101 Elementary Spanish (4) - Modern Campus Catalog™,4,SPAN,1101,"[LCCN: CSPN 1014, Elementary Spanish I],This is an Integrative Learning Core (ILC) course that awards general education credit.,For students with no previous study of Spanish. Students with previous study of Spanish should enroll in,SPAN 1050,. Credit will not be given for this course and,SPAN 1050,. Supplementary work in language laboratory.,Native speakers of Spanish will not receive credit for this course."
SOCL 9000 Dissertation Research (1-12 per sem.) - Modern Campus Catalog™,1,SOCL,,“S”/”U”grading.
SPAN 1050 Elementary Spanish (4) - Modern Campus Catalog™,4,SPAN,1050,"For students with previous study of Spanish who did not place into,SPAN 1102,through the Spanish Placement Examination. Credit will not be given for this course and,SPAN 1101,. Material covered in,SPAN 1101,is covered in 1050. Supplementary work in language laboratory. Native speakers of Spanish will not receive credit for this course."
SOCL 8900 Research in Sociology (1-6) - Modern Campus Catalog™,6,SOCL,8900,"“S”/”U” grading.,Open only to students engaged in a specific, organized research project under faculty supervision. Student must be engaged in design and implementation of research and analysis and interpretation of data."
SOCL 8000 Thesis Research (1-12 per sem.) - Modern Campus Catalog™,1,SOCL,,“S”/”U”grading.
SOCL 7904 Proseminar in Sociology II (2) - Modern Campus Catalog™,2,SOCL,7904,"S/U grading.,Required once of all PhD candidates."
SOCL 7903 Proseminar in Sociology I (1) - Modern Campus Catalog™,1,SOCL,7903,"S/U grading.,Required once of both master’s and PhD candidates."
SOCL 7902 Independent Research (3) - Modern Campus Catalog™,3,SOCL,7902,"Prereq.:,successful completion of at least one year of graduate work.,“S”/”U” grading."
SOCL 7901 Independent Reading (3) - Modern Campus Catalog™,3,SOCL,7901,"Prereq.:,successful completion of at least one year of graduate work.,“S”/”U” grading."
SOCL 7691 Seminar: Topics in Social Interaction (3) - Modern Campus Catalog™,3,SOCL,7691,"Prereq.:,consent of instructor."
SOCL 7591 Seminar: Topics in Social Issues (3) - Modern Campus Catalog™,3,SOCL,7591,"Prereq.:,consent of instructor."
SOCL 7491 Seminar: Topics in Social Institutions (3) - Modern Campus Catalog™,3,SOCL,7491,"Prereq.:,consent of instructor"
SOCL 7391 Seminar: Topics in Social Organization (3) - Modern Campus Catalog™,3,SOCL,7391,"Prereq.:,consent of instructor."
SOCL 7351 Seminar: Topics in Rural Sociology (3) - Modern Campus Catalog™,3,SOCL,7351,"Prereq.:,consent of instructor"
SOCL 7213 Specialized Topics in Social Science Methods (2-3) - Modern Campus Catalog™,3,SOCL,7213,"Also offered as,POLI 7964,.,Prereq.:,SOCL 7203,or,POLI 7963,or equivalent."
"TAM 7041 Introduction to Research in Textiles, Apparel Design and Merchandising (3) - Modern Campus Catalog™",3,TAM,7041,
TAM 7039 Merchandising Theory Application and Strategy Implementation in Apparel and Textile Industry (3) - Modern Campus Catalog™,3,TAM,7039,
TAM 7038 Merchandise Trends and Practices in Apparel and Textile Industry (3) - Modern Campus Catalog™,3,TAM,7038,
TAM 7037 Consumer Behavior in the Apparel Merchandising Environment (3) - Modern Campus Catalog™,3,TAM,7037,
TAM 7036 Apparel Merchandising and Global Expansion (3) - Modern Campus Catalog™,3,TAM,7036,
TAM 7032 Comparative Studies in Dress and Culture (3) - Modern Campus Catalog™,3,TAM,7032,"Also offered as,ANTH 7032,."
"TAM 7031 Social-Psychological Theories of Dress, Appearance and Fashion (3) - Modern Campus Catalog™",3,TAM,7031,
TAM 7030 Creativity in Product Development (3) - Modern Campus Catalog™,3,TAM,7030,"Prereq.:,permission of instructor.,1 hr. lecture; 4 hrs. lab."
TAM 7027 Couture Embellishment Techniques (3) - Modern Campus Catalog™,3,TAM,7027,"Course may be taken for a maximum of 6 hours of credit with permission of department.,6 hrs. lab."
"TAM 4091 Special Topics in Textiles, Apparel & Merchandising (1-3) - Modern Campus Catalog™",3,TAM,4091,"Prereq.:,consent of director for majors in textiles, apparel & merchandising.,May be taken for a max. of 6 sem. hrs. of credit when topics vary."
TAM 4072 History of Modern Fashion (3) - Modern Campus Catalog™,3,TAM,4072,"Prereq.:,ENGL 2000,."
TAM 4071 History of Fashion: Ancient World to 1850 (3) - Modern Campus Catalog™,3,TAM,4071,"Prereq.:,ENGL 2000,."
TAM 4070 Fashion Entrepreneurship (3) - Modern Campus Catalog™,3,TAM,4070,"Prereq.:,MKT 3401,or permission of department."
"TAM 4047 Internship in Textiles, Apparel and Merchandising (3) - Modern Campus Catalog™",3,TAM,4047,"Prereq.:,TAM 3032,,,TAM 3045,, and participation in orientation workshops prior to enrollment.,Course may be taken for a maximum of 6 semester hours of credit with permission of department.,Students will work a minimum of 40 hours to equate with one credit hour."
